id;url;title;date_modified
74-20076540;https://yle.fi/a/74-20076540;Macronin lausunto länsijoukoista kiinnitti tutkijan huomion – Ranska ottaa entistä suuremman roolin Ukrainan tukemisessa;27.2.2024 8:58
74-20076566;https://yle.fi/a/74-20076566;Ranskan presidentti Macron väläytti mahdollisuutta joukkojen lähettämisestä Ukrainaan;27.2.2024 11:30
74-20076632;https://yle.fi/a/74-20076632;Presidentti Niinistön mukaan Suomi vastustaa Macronin ajatusta maajoukkojen viemisestä Ukrainaan: ”Sotilaalliseen läsnäoloon ei ryhdytä”;27.2.2024 14:18
74-20076589;https://yle.fi/a/74-20076589;Avaus länsijoukoista Ukrainassa saamassa täystyrmäyksen – tutkijat pitävät Macronin puheita lähinnä tuen osoituksena Ukrainalle;27.2.2024 18:19
74-20076688;https://yle.fi/a/74-20076688;Pohjois-Ruotsissa Nato-päätös oli helpotus – ”Toivottavasti saamme hyvät tiet ja työpaikkoja”;27.2.2024 18:52
74-20076699;https://yle.fi/a/74-20076699;Analyysi: ”Mitään ei tule sulkea pois” – nämä riskit Macron otti puhuessaan maajoukkojen lähettämisestä Ukrainaan;27.2.2024 20:31
74-20076703;https://yle.fi/a/74-20076703;Ruotsalaismediat: Lopullinen sinetti Ruotsin Nato-jäsenyydelle ei toteudu tällä viikolla;27.2.2024 21:38
74-20076631;https://yle.fi/a/74-20076631;Viron puolustusvoimien tuleva komentaja: Sota pitää voida viedä Venäjän alueelle;28.2.2024 5:20
74-20076776;https://yle.fi/a/74-20076776;Stubb valitsi sisäpiirinsä – mukana luotettuja vuosien varrelta;28.2.2024 13:43
74-20076799;https://yle.fi/a/74-20076799;Suomi ei ole rajoittanut Ukrainalle antamiensa aseiden käyttöä – myös Naton mukaan Ukraina voi iskeä Venäjän maaperällä;28.2.2024 17:50
74-20076894;https://yle.fi/a/74-20076894;Suomen ja Ruotsin merivoimien komentajat:  Itämeren sabotaasien takia lisättiin merivalvontaa, nyt se on  palautettu normaaliksi;28.2.2024 21:12
74-20075952;https://yle.fi/a/74-20075952;Nord Stream -sabotaasi herätti – Norja torjuu Kiinan ja Venäjän tiedustelu-uhkaa tehostetusti merialueilla;29.2.2024 5:20
74-20076955;https://yle.fi/a/74-20076955;Putinin tuore puhe toisti Venäjän tuttua ydinaseretoriikkaa: ”Nato-joukkojen lähettäminen Ukrainaan johtaisi ydinasekonfliktiin”;29.2.2024 10:17
74-20076617;https://yle.fi/a/74-20076617;Ykkösaamun vieraana on puolustusministeri Antti Häkkänen – mitä haluat kysyä häneltä?;29.2.2024 10:56
74-20076975;https://yle.fi/a/74-20076975;Näistä hetkistä presidentti Sauli Niinistön 12 vuotta muistetaan;29.2.2024 16:38
74-20077103;https://yle.fi/a/74-20077103;Analyysi: Niinistö ei halua jäädä historiaan kesynä Putin-kuiskaajana;29.2.2024 19:50
74-20076871;https://yle.fi/a/74-20076871;Jari Ehrnroothin kolumni: Voivatko lumoutumisen ja harhautumisen vaarat yhä uhata Suomea;1.3.2024 6:45
74-20077073;https://yle.fi/a/74-20077073;Edesmennyttä Navalnyia muistetaan valomainoksella Imatralla – Venäjän hyökkäyssodan vastustajien mainos on nähtävissä viikon ajan;1.3.2024 7:45
74-20077193;https://yle.fi/a/74-20077193;Tämä kuva näyttää hetken, kun Alexander Stubbista tuli presidentti – katso virkaanastujaispäivän parhaat hetket;1.3.2024 12:07
74-20077189;https://yle.fi/a/74-20077189;Lue tästä uuden tasavallan presidentin virkaanastujaispuhe sana sanalta;1.3.2024 12:37
74-20077232;https://yle.fi/a/74-20077232;Lapin lennoston hävittäjät osallistuvat isoon sotaharjoitukseen Oulunsalosta – Rovaniemen kiitotiessä vaurioita;1.3.2024 13:56
74-20077266;https://yle.fi/a/74-20077266;Naton suuri sotaharjoitus ulottuu Ouluun saakka, sillä Rovaniemen lentokenttä vaurioitui pakkasissa;1.3.2024 16:09
74-20077206;https://yle.fi/a/74-20077206;Ruotsin Nato-jäsenyys varmistaa jatkon tiiviille maavoimayhteistyölle, jossa Pohjolaa puolustetaan yhdessä;1.3.2024 17:46
74-20077216;https://yle.fi/a/74-20077216;Edessä on Stubbin mukaan uusi aikakausi – näihin dramaattisiin hetkiin uusi presidentti vertaa tätä päivää;1.3.2024 17:51
74-20077284;https://yle.fi/a/74-20077284;Analyysi: Stubbin myötä sukupolvi vaihtui, mutta ulkopolitiikan mullistus ei kysy presidentin nimeä;1.3.2024 19:33
74-20077307;https://yle.fi/a/74-20077307;Puolustusministeri Häkkänen tiukkana Ukrainan asetuesta: Rahat pitää löytää heti;2.3.2024 8:05
74-20076938;https://yle.fi/a/74-20076938;Viisikko johti Suomea myrskyn läpi, ja siksi he nyt poistuvat yksi kerrallaan – tutkija: ”Ihminen vanhenee hyvinkin kymmenen vuotta”;3.3.2024 11:37
74-20075510;https://yle.fi/a/74-20075510;Ostiko Suomi miljardien hävittäjät turhaan, kun droonit valtaavat sotanäyttämöt? Näin asiantuntijat vastaavat;3.3.2024 15:00
74-20077180;https://yle.fi/a/74-20077180;Naton suurin harjoitus vuosikymmeniin alkaa pohjoisessa – Suomi ensimmäistä kertaa mukana samalla puolella Nato-joukkojen kanssa;4.3.2024 8:26
74-20077460;https://yle.fi/a/74-20077460;Suuri Nato-harjoitus alkoi – tältä harjoituksen ensihetket näyttivät kaikissa kolmessa maassa;4.3.2024 16:24
74-20077572;https://yle.fi/a/74-20077572;Porot joutuivat väistymään sotilaskaluston tieltä Enontekiöllä – ”Ei siellä ole rauhaa”, sanoo poronhoitaja;4.3.2024 20:30
74-20077519;https://yle.fi/a/74-20077519;Katso tästä nopeasti päivän tärkeimmät uutiset;4.3.2024 20:30
74-20077603;https://yle.fi/a/74-20077603;EU-lähde uusista linjauksista: Ukraina sidotaan strategiassa niin lähelle kuin mahdollista ilman, että maa on vielä jäsen;5.3.2024 9:40
74-20077521;https://yle.fi/a/74-20077521;Suomi ja Ruotsi taistelevat yhdessä Naton harjoituksessa: ”Me olemme yhtä hyviä arktisissa olosuhteissa”;5.3.2024 12:45
74-20077614;https://yle.fi/a/74-20077614;Koko Suomi harjoittelee nyt sotaa – reservin yliluutnantti ja kapteeni kertovat taktiikasta, johon muut maat eivät ole pystyneet;5.3.2024 14:38
74-20077832;https://yle.fi/a/74-20077832;Urho Kekkosen kansallispuistossa on jouduttu evakuoimaan lisää retkeilijöitä;6.3.2024 11:35
74-20077894;https://yle.fi/a/74-20077894;Ruotsista tullee Naton jäsen jo loppuviikosta;6.3.2024 14:26
74-20077930;https://yle.fi/a/74-20077930;Kuudella Nato-harjoituksiin osallistuvalla vatsatautia – viruksen leviämistä epidemiaksi yritetään estää jo alkuvaiheessa;6.3.2024 15:45
74-20077837;https://yle.fi/a/74-20077837;Reserviläinen kommentoi mahdollisia ulkomaan harjoituksia: ”Suomea pitää puolustaa, ja siihen on valat annettu”;6.3.2024 17:30
74-20077965;https://yle.fi/a/74-20077965;Ylen tiedot: Suomi aikoo lähettää sotilaita turvaamaan Punaisenmeren laivaliikennettä;6.3.2024 19:08
74-20075025;https://yle.fi/a/74-20075025;Ukko Tuominen, 17, asuu 50 kilometrin päässä kirkonkylästä, mutta kieltäytyy käyttämästä sanaa syrjä-Suomi;7.3.2024 8:56
74-20078037;https://yle.fi/a/74-20078037;Ruotsista tuli Naton jäsen – Kristersson kiitti suomalaisista Niinistöä, Orpoa, Stubbia ja Marinia;7.3.2024 14:31
74-20078117;https://yle.fi/a/74-20078117;Presidentti Stubb vieraili Naton jättimäisessä sotaharjoituksessa;7.3.2024 14:34
74-20078141;https://yle.fi/a/74-20078141;Stubb ei usko Venäjän hyökkäävän, mutta tähänkin skenaarion on varauduttava harjoittelemalla;7.3.2024 15:28
74-20078172;https://yle.fi/a/74-20078172;Suuren Nato-harjoituksen päätaistelut ovat alkaneet – näkyy ja kuuluu Suomen ja Norjan rajamaastossa;7.3.2024 19:33
74-20078140;https://yle.fi/a/74-20078140;Routavauriot piinaavat Suomen lentokenttien kiitoratoja – pahin tilanne on Rovaniemellä;7.3.2024 19:44
74-20078186;https://yle.fi/a/74-20078186;Outo lumi-ilmiö hämmensi kansalaisia ja syyksi epäiltiin jo Naton sotaharjoitustakin – meteorologi kertoo mistä on kyse;7.3.2024 21:21
74-20078191;https://yle.fi/a/74-20078191;Yhdysvaltain presidentti Joe Biden painotti puheessaan Naton ja Ukrainan tuen tärkeyttä – ja heitteli piikkejä Trumpille;8.3.2024 3:57
74-20078210;https://yle.fi/a/74-20078210;Analyysi: Yksi asia yli muiden kiinnosti amerikkalaisia Bidenin puheessa;8.3.2024 9:03
74-20078189;https://yle.fi/a/74-20078189;Saksa ei halua sodan osapuoleksi, sanoo Suomessa vieraileva puolustusministeri – ”Siksi Tauruksia ei ole vielä lähetetty”;8.3.2024 10:41
74-20077947;https://yle.fi/a/74-20077947;Panssarivaunu odotti pottupellossa – Nato-harjoitus muutti Leena Palojärven elämän pariksi viikoksi;8.3.2024 13:39
74-20078277;https://yle.fi/a/74-20078277;Asiantuntija Ruotsin Nato-jäsenyydestä: ”Ensimmäistä kertaa 500 vuoteen kaikki Pohjoismaat ovat samassa liittoumassa”;8.3.2024 13:41
74-20078394;https://yle.fi/a/74-20078394;Sotaharjoituksissa vieraillut Häkkänen nosti esiin Pohjolan haasteen: Kulkuyhteyksiä maiden välillä parannettava;9.3.2024 16:52
74-20078485;https://yle.fi/a/74-20078485;Svenska Yle jäljitti suomalaista maanpuolustusaktiivia, jonka Telegram-kanava levittää Venäjän propagandaa;10.3.2024 21:48
74-20078550;https://yle.fi/a/74-20078550;Ruotsin lippu nostettiin salkoon Naton päämajassa – Yle seurasi;11.3.2024 11:48
74-20078568;https://yle.fi/a/74-20078568;Ruotsalaisista isompi osa suhtautuu kriittisesti Natoon kuin suomalaisista – ja kannatus on laskussa;11.3.2024 19:37
74-20078634;https://yle.fi/a/74-20078634;Asiantuntijat: Lakot voivat heikentää investointihaluja Suomeen, mutta maakuvaan niillä ei ole välitöntä vaikutusta;11.3.2024 20:22
74-20078649;https://yle.fi/a/74-20078649;Jens Stoltenberg: Suomi ja Ruotsi vahvistavat Natoa ja Nato vahvistaa niitä molempia;11.3.2024 21:15
74-20078623;https://yle.fi/a/74-20078623;Amerikkalaiskenraali Ylelle: Tämä on ainoa keino pysäyttää Putin;12.3.2024 5:20
74-20078747;https://yle.fi/a/74-20078747;Kova painostus tuotti tulosta – SVT: Ruotsin hallitus lupaa vauhdittaa pohjoisen malmiradan korjausta;12.3.2024 14:10
74-20078685;https://yle.fi/a/74-20078685;Tämä Naton sotilastukikohta turvaa pian Suomea – sijaitsee lomaparatiisin kätköissä;13.3.2024 5:15
74-20078830;https://yle.fi/a/74-20078830;Katso aamun pääuutiset;13.3.2024 6:30
74-20078863;https://yle.fi/a/74-20078863;Putin: Suomen ja Ruotsin Nato-jäsenyys on merkityksetöntä – ”Meillä ei ollut rajalla joukkoja, mutta nyt siirrämme niitä sinne”;13.3.2024 7:34
74-20078881;https://yle.fi/a/74-20078881;Pohjoisen sotaharjoituksessa enää satunnaisia vatsatautitapauksia;13.3.2024 9:20
74-20078810;https://yle.fi/a/74-20078810;Ranskalainen asiantuntija varoittaa: Euroopan on varauduttava siihenkin, että Ukraina romahtaa;13.3.2024 16:11
74-20078994;https://yle.fi/a/74-20078994;EU-parlamentin demariryhmä ryöpytti Orpoa lakkojen rajaamisesta ja ministerin leikkaussaksista;13.3.2024 17:03
74-20078991;https://yle.fi/a/74-20078991;Nato-joukkojen sotaharjoitukset vaativat lisätilaa – pakkolunastukset ja suositun ulkoilupaikan käyttö huolena Kankaanpäässä;13.3.2024 18:47
74-20078932;https://yle.fi/a/74-20078932;Yhdysvaltain Suomen-suurlähettiläs Douglas Hickey kehuu Suomen asevelvollisuutta: ”Oletpa toimitusjohtaja tai taksinkuljettaja, kaikki osallistuvat”;13.3.2024 20:58
74-20079062;https://yle.fi/a/74-20079062;Hollannin vaalivoittaja Wilders ilmoitti, ettei hänestä tule pääministeriä;14.3.2024 1:40
74-20078780;https://yle.fi/a/74-20078780;Puolan ulkoministeri Ylen haastattelussa: Trump estää Yhdysvaltojen apupaketin Ukrainalle;14.3.2024 5:20
74-20078681;https://yle.fi/a/74-20078681;Luulitko, että venäläiset eivät enää käy lomalla Euroopassa? Kyllä käyvät ja listasimme heidän suosikkinsa;14.3.2024 11:45
74-20079197;https://yle.fi/a/74-20079197;Suomeen perustetaan kaksi Naton uusien teknologioiden testikeskusta Ouluun ja Espooseen;14.3.2024 14:53
74-20079224;https://yle.fi/a/74-20079224;Puolan ulkoministeri Sikorski Helsingissä: ”Suomi ja Puola eivät halua olla taas Venäjän siirtomaita”;14.3.2024 17:23
74-20079389;https://yle.fi/a/74-20079389;Naton harjoitus toi pohjoiseen yli 10 miljoonan euron potin;15.3.2024 15:35
74-20079469;https://yle.fi/a/74-20079469;Analyysi: Puolan, Ranskan ja Saksan kolmikko etsii Euroopasta kadonnutta johtajuutta, sillä nyt voi olla viimeinen hetki;16.3.2024 8:40
74-20073613;https://yle.fi/a/74-20073613;Suomalaistaustaisesta miljonääristä tuli Venäjä-trolli – Kim Dotcom somettaa perheidyllin keskellä;17.3.2024 7:30
74-20079352;https://yle.fi/a/74-20079352;Valtatie 21 kaipaa pikaista remonttia – huoltovarmuus ja Nato-jäsenyys nostivat kauan kaivatun tieremontin jälleen esille;18.3.2024 8:00
74-20080051;https://yle.fi/a/74-20080051;Sauli Niinistö ottaa vastaan EU-tehtävän: kirjoittaa raportin Euroopan kriisivalmiudesta;20.3.2024 12:33
74-20080155;https://yle.fi/a/74-20080155;Nato kiinnostui Oulun 6G-osaamisesta – tämän tiedämme uudesta testikeskuksesta;21.3.2024 8:14
74-20080188;https://yle.fi/a/74-20080188;ISW: Putin vaikuttaa varautuvan suurimittaiseen sotaan Natoa vastaan;21.3.2024 9:17
74-20080351;https://yle.fi/a/74-20080351;Ruotsissa euron kannatus kasvaa, nyt jo lähes kolmannes  luopuisi kruunusta;21.3.2024 18:58
74-20080333;https://yle.fi/a/74-20080333;Analyysi: Eurooppa ei vain suostu päästämään irti Venäjästä, ja siksi syrjäisessä Suomessa on outo symbioosi;21.3.2024 19:01
74-20080369;https://yle.fi/a/74-20080369;Perussuomalaisten Huhtasaari vastustaa EU:n yksimielisyysvaatimuksesta luopumista —hallitusohjelmasta huolimatta;21.3.2024 21:13
74-20080315;https://yle.fi/a/74-20080315;Yle vahvistaa Lähi-idän uutisointia – toimittaja Maija Liuhto Istanbuliin;22.3.2024 10:30
74-20080466;https://yle.fi/a/74-20080466;Näitä Ylen haastattelemat ulkomaalaiset arvelivat Suomen onnellisuuden syiksi: hyvä koulutus, puhtaus, votka;22.3.2024 18:45
74-20080608;https://yle.fi/a/74-20080608;Presidentti Stubb: Moskovan tapahtumat järkyttäviä, Suomi tuomitsee terrorismin;23.3.2024 9:40
74-20080549;https://yle.fi/a/74-20080549;USA:n ulkoministeriöstä lähti avainhenkilö, joka olisi antanut enemmän aseita Ukrainalle – Venäjä ja Kiina kommentoivat heti;23.3.2024 13:52
74-20080581;https://yle.fi/a/74-20080581;Palkittu Venäjä-toimittaja tuoreesta ISW:n raportista: On ilmiselvää, että Putin varustautuu käymään lisää sotaa;23.3.2024 14:43
74-20080617;https://yle.fi/a/74-20080617;”Pelkäämään me ei ruveta”, sanoo kriisitilanteisiin varautumista harjoitteleva Mira Avela;24.3.2024 20:01
74-20080732;https://yle.fi/a/74-20080732;EK esittää erityistalousalueen perustamista Itä-Suomeen – näillä neljällä keinolla näivettyvät maakunnat pelastetaan;25.3.2024 13:00
74-20080825;https://yle.fi/a/74-20080825;Hotelliyrittäjä toivoo ”pelastuspaketista” apua Itä-Suomen tilanteeseen: ”On tapahtunut selkeä muutos, joka ei mene ohi”;25.3.2024 17:17
74-20080856;https://yle.fi/a/74-20080856;Supo: Venäjä on yhä Suomen suurin uhka – itärajan turvapaikanhakijat ”helppo tapa pitää Suomi varpaillaan”;26.3.2024 9:20
74-20080433;https://yle.fi/a/74-20080433;Näin pohjoisilla vesillä jahdataan Venäjän sukellusveneitä: lomalennoilta tutun koneen runko on täynnä huippuelektroniikkaa;26.3.2024 11:05
74-20081026;https://yle.fi/a/74-20081026;Etelä-Savon maakuntajohtaja vaikuttui EK:n ehdotuksista Itä-Suomeen: ”Poikkeuksellisiakin keinoja kannattaa miettiä”;26.3.2024 16:15
74-20081096;https://yle.fi/a/74-20081096;Puolustus- ja turvallisuusalan startup-yritykset kilvoittelevat 100 000 euron sijoituksesta Riihimäellä;27.3.2024 9:06
74-20081218;https://yle.fi/a/74-20081218;Menikö Stubbin ensimmäinen maakuntamatka ohi? Tässä viisi tärkeintä hetkeä kuvina ja videoina;27.3.2024 18:00
74-20080974;https://yle.fi/a/74-20080974;Oulussa käydään erikoista keskustelua yliopiston sijainnista – asiaa pohtivalla työryhmällä ei ole mitään kerrottavaa;28.3.2024 11:16
74-20081321;https://yle.fi/a/74-20081321;Puolustusvoimain väistyvä komentaja: Ukrainan sota menossa hankalampaan suuntaan;28.3.2024 11:40
74-20081420;https://yle.fi/a/74-20081420;Mikä Helsingin areenan käyttöön saamista jarruttaa? Esitimme ulkoministerille 7 kysymystä hallin kohtalosta;28.3.2024 17:19
74-20080468;https://yle.fi/a/74-20080468;Kansanedustaja Merja Kyllönen: Nato stressasi niin paljon, että jotkut kansanedustajat tukeutuivat nukahtamislääkkeisiin;29.3.2024 6:30
74-20080778;https://yle.fi/a/74-20080778;Nato teki historiallisen muutoksen Suomen ja Ruotsin suhteisiin – tutkija: ”Oli vähän sellainen elefantti huoneessa”;2.4.2024 16:31
74-20081722;https://yle.fi/a/74-20081722;Historiallinen hetki: suomalainen miinantorjunta-alus liittyi Naton pysyvään osastoon;2.4.2024 17:24
74-20081820;https://yle.fi/a/74-20081820;Naton Stoltenberg ehdottaa sadan miljardin euron sotilaallista tukea  puolustusliitolta Ukrainalle;3.4.2024 3:20
74-20081796;https://yle.fi/a/74-20081796;Stubb ja Halla-aho Kiovassa – Suomi allekirjoitti turvallisuussopimuksen Ukrainan kanssa;3.4.2024 13:56
74-20081940;https://yle.fi/a/74-20081940;Nato tukee Ukrainaa pitkään ja tarvitsee siihen myös rutkasti lisää rahaa – Stoltenberg ehdotti uutta ratkaisua;3.4.2024 14:51
74-20081985;https://yle.fi/a/74-20081985;Ulkoministeri Valtonen: Ukrainan tukemiseen vaaditaan pitkän aikavälin sitoumuksia;3.4.2024 18:00
74-20081112;https://yle.fi/a/74-20081112;Suomen entinen Venäjän-suurlähettiläs arvostelee Sauli Niinistöä: ”Hän tuntuikin menevän piiloon”;4.4.2024 2:00
74-20081430;https://yle.fi/a/74-20081430;Nato-Suomi täyttää vuoden: näin jäsenyys näkyy Lapissa nyt ja tulevaisuudessa;4.4.2024 6:06
74-20082027;https://yle.fi/a/74-20082027;Suomeen ei kohdistu erityistä uhkaa, Puolustusvoimain uusi komentaja arvioi;4.4.2024 8:44
74-20082131;https://yle.fi/a/74-20082131;Rovaniemi tavoittelee Natosta enemmän hyötyjä – palkkasi sotilaskomentajan töihin;4.4.2024 16:40
74-20082139;https://yle.fi/a/74-20082139;”Uskon Yhdysvaltoihin ja Eurooppaan yhdessä, Natossa”, lausui Stoltenberg – Naton 75-vuotisjuhlia varjostaa kaksi huolta;4.4.2024 21:06
74-20082248;https://yle.fi/a/74-20082248;Ykkösaamun vieraana Alexander Stubb  – mitä haluat kysyä tasavallan presidentiltä?;5.4.2024 11:37
74-20078798;https://yle.fi/a/74-20078798;Miriam Bryant häpesi lapsena juuriaan – nyt Suomi on niin cool, että hän äänitti hittinsä suomeksi;5.4.2024 11:39
74-20082373;https://yle.fi/a/74-20082373;Vantaan kouluampumisen jälkeen on puhuttu liian vähän aseista, väittää toimittaja Lauri Nurmi;5.4.2024 21:59
74-20082372;https://yle.fi/a/74-20082372;Presidentti Stubb: Euroopan maat katsovat sotaa omasta näkökulmastaan – kantoja Ukrainaan joudutaan hitsaamaan yhteen;6.4.2024 8:05
74-20082405;https://yle.fi/a/74-20082405;Olemme jo Naton ytimessä, sanoo presidentti Stubb;6.4.2024 9:49
74-20082446;https://yle.fi/a/74-20082446;Venäjän arvostelua karttava Peter Pellegrini voitti Slovakian presidentivaalit;7.4.2024 9:33
74-20082475;https://yle.fi/a/74-20082475;Norjalaismedia: Ruotsin ja Norjan puolustusvoimat vuokranneet venäläisomisteisia mökkejä;7.4.2024 14:58
74-20082556;https://yle.fi/a/74-20082556;Pitäisikö Ukrainan avuksi lähettää sotilaita? Katso, miten kansanedustajasi vastasi;9.4.2024 6:00
74-20081130;https://yle.fi/a/74-20081130;Ranska pistää nyt kaikki paukut tekoälyyn: pariisilaisyhtiön tekoälyä käyttävät jo Nato ja Yhdysvaltain armeija;9.4.2024 16:57
74-20082808;https://yle.fi/a/74-20082808;Mika Aaltola: Kansanedustajien kannat joukkojen lähettämisestä Ukrainaan kertovat hermostuneisuudesta;9.4.2024 19:13
74-20082868;https://yle.fi/a/74-20082868;IL: Mikkeli saamassa Naton maavoimien alaesikunnan;10.4.2024 7:07
74-20082788;https://yle.fi/a/74-20082788;Kadettikouluun haluaa nyt selvästi viimevuotista useampi – Nato-jäsenyys innostaa, arvioi johtaja;10.4.2024 8:57
74-20082919;https://yle.fi/a/74-20082919;Brittihallitus valmistautuu vallanvaihtoon Yhdysvalloissa – ulkoministeri Cameron puolusti tapaamistaan Trumpin kanssa;10.4.2024 10:31
74-20082965;https://yle.fi/a/74-20082965;Presidentti Stubb: Suomen tavoite on edelleen saada Naton maavoimien alaesikunta ja Pohjoismaat Norfolkin alaisuuteen;10.4.2024 12:07
74-20082541;https://yle.fi/a/74-20082541;Näin Donald Trump lopettaisi Ukrainan sodan, lähipiiri kertoo Washington Postille;10.4.2024 12:36
74-20082883;https://yle.fi/a/74-20082883;Mikkeli hamuaa ”maailmanpolitiikan huulille” – tekee kaikkensa saadakseen Nato-esikunnan kaupunkiin;10.4.2024 15:59
74-20082896;https://yle.fi/a/74-20082896;”Yllätti ja ei” – Mikkelin ilmaantuminen Naton alaesikuntakeskusteluun selittyy osin historialla ja sijainnilla;10.4.2024 16:02
74-20083078;https://yle.fi/a/74-20083078;Presidentti Stubb oikoo väitteitä: Nato-esikunnan sijoittamisesta ei ole tehty mitään päätöksiä;10.4.2024 18:56
74-20082963;https://yle.fi/a/74-20082963;Pohjolan ja Baltian maat perustavat asiantuntijaryhmän auttamaan Ukrainan EU:n jäseneksi;10.4.2024 20:52
74-20083094;https://yle.fi/a/74-20083094;Suomi poikkeaa kaikista muista Naton itäreunan maista yhdellä tapaa – uusi komentaja: ”Pohdimme eri vaihtoehtoja”;11.4.2024 5:00
74-20083090;https://yle.fi/a/74-20083090;Katso aamun pääuutiset;11.4.2024 6:30
74-20082839;https://yle.fi/a/74-20082839;Johannes Roviomaan kolumni: Suomi voi vaikuttaa siihen, mitä koko maapallolla tapahtuu;11.4.2024 6:45
74-20083206;https://yle.fi/a/74-20083206;Stubb kehottaa FT:n haastattelussa Eurooppaa valmistautumaan pahimpaan – ”Olkaa enemmän suomalaisia”;11.4.2024 13:02
74-20083027;https://yle.fi/a/74-20083027;Kuopion kaupunki pääsee eroon poliittisesti kiusallisesta vuokralaisesta – Teboil lähtee Kelloniemen teollisuusalueelta;12.4.2024 9:27
74-20083364;https://yle.fi/a/74-20083364;Koululaiset tenttasivat ministereitä – Grahn-Laasonen kertoi hallituksen kieltävän sähkötupakoiden hallussapidon alaikäisiltä;12.4.2024 11:19
74-20083457;https://yle.fi/a/74-20083457;Espanjalainen fregatti lipui Helsingin laituriin, katso kuvat vierailulla olevista Nato-aluksista;12.4.2024 18:39
74-20083485;https://yle.fi/a/74-20083485;Yhdysvaltalaissotilaat Ivaloon tuova DCA-sopimus laadittiin saamelaisten selän takana – kuulivat asiasta medialta;15.4.2024 15:18
74-20083827;https://yle.fi/a/74-20083827;Onko Israel arvokkaampi kuin Ukraina? Sotilasprofessori kertoo, miksi länsi torjui niin hanakasti Iranin iskun;16.4.2024 5:20
74-20083856;https://yle.fi/a/74-20083856;Turun ammattikorkeakoulu osallistuu maailman suurimpaan kyberpuolustusharjoitukseen;16.4.2024 9:41
74-20084007;https://yle.fi/a/74-20084007;Horneteilla ilmatankkausharjoituksia tällä ja ensi viikolla myös Oulun, Kuusamon ja Kajaanin alueilla;16.4.2024 16:17
74-20083942;https://yle.fi/a/74-20083942;EU-komission puheenjohtaja Ursula von der Leyen vierailee Suomen itärajalla perjantaina – tässä syy;16.4.2024 16:29
74-20084262;https://yle.fi/a/74-20084262;Venäjän ja Ukrainan kevään 2022 rauhanneuvottelut kummittelevat – tutkijoiden mukaan maat olivat valmiita myönnytyksiin;17.4.2024 21:20
74-20084368;https://yle.fi/a/74-20084368;Mika Aaltola lähtee ehdolle eurovaaleihin – kokoomuksen riveissä;18.4.2024 12:33
74-20082021;https://yle.fi/a/74-20082021;Puolustusvoimilta iso tilaus luotiliivien lisäsuojauksesta – forssalaistehtaan suojalevyt viedään käsistä moneen maahan;18.4.2024 14:03
74-20084320;https://yle.fi/a/74-20084320;Nokian Lundmark hallituksen toimista: Kaikkien intressissä on toivoa, että ne lähtevät vähitellen vaikuttamaan;18.4.2024 16:30
74-20084465;https://yle.fi/a/74-20084465;EU-komission von der Leyen korosti itärajan turvallisuuden merkitystä unionille – Orpo toivoi taloudellista tukea Itä-Suomelle;19.4.2024 9:42
74-20084700;https://yle.fi/a/74-20084700;Ehtiikö Ukraina saada apua ajoissa? Ulkoministeri Elina Valtonen: Nyt olen toiveikas;20.4.2024 8:05
74-20083002;https://yle.fi/a/74-20083002;Suomi seitsenkertaisti sota-apunsa Ukrainaan aiemmasta – asiantuntija listaa kolme syytä;20.4.2024 10:59
74-20084740;https://yle.fi/a/74-20084740;Yhdysvaltain edustajainhuone hyväksyi 60 miljardin dollarin tuen Ukrainalle – Zelenskyi: ”Kiitos, Amerikka!”;20.4.2024 15:24
74-20084767;https://yle.fi/a/74-20084767;Analyysi: Vastuu alkoi painaa vaakakupissa, ja Ukraina saa USA:lta tukea – Euroopassa ei silti kannata rentoutua;21.4.2024 8:05
74-20084689;https://yle.fi/a/74-20084689;Venäjä näyttää nyt tekevän kyberiskuja länsimaiden vesilaitoksiin – Mikko Hyppönen: ”Aikamoinen uutinen”;21.4.2024 10:30
74-20084592;https://yle.fi/a/74-20084592;Leikkaukset Visit Finlandin rahoitukseen tuntuvat myös Lapin matkailussa: ”Tämä on isku vyön alle”;21.4.2024 21:26
74-20084820;https://yle.fi/a/74-20084820;EU-maiden ulko- ja puolustusministerit yrittävät löytää nopeita keinoja Ukrainan ilmatorjunnan vahvistamiseksi;22.4.2024 2:35
74-20084863;https://yle.fi/a/74-20084863;EU-maiden ulko- ja puolustusministerit yrittävät löytää nopeita keinoja Ukrainan ilmatorjunnan vahvistamiseksi;22.4.2024 10:27
74-20084887;https://yle.fi/a/74-20084887;Venäjä kertoo perustaneensa Iskander-ohjusprikaatin Karjalaan – ”Tämä on riittävä vastaus Suomen liittymiselle Natoon”;22.4.2024 11:54
74-20084947;https://yle.fi/a/74-20084947;Puola olisi valmis ydinaseiden tuontiin sen maaperälle, presidentti sanoo;22.4.2024 14:16
74-20085026;https://yle.fi/a/74-20085026;Ministeri Häkkänen Yhdysvaltain apupaketista: Ei ratkaise sotaa, mutta pitää Ukrainan ”nenän veden pinnalla”;22.4.2024 21:13
74-20084819;https://yle.fi/a/74-20084819;Shadia Raskin kolumni: Kaksikielinen Suomi tarvitsee ”pokkaruotsia” ja Toni Wirtasen esimerkkiä;23.4.2024 6:45
